benchmark,run_tag,samples_achieved,duration_time_ns,ns_per_access_perf,bench_avg_ticks_per_access_median,cache_references,cache_misses,cache_miss_rate,l1_dcache_loads,l1_dcache_load_misses,l1_miss_rate,l1_dcache_stores,llc_loads,llc_load_misses,llc_miss_rate,dtlb_load_misses,notes
L1_resident,base,1000000,5891720.0,5.89172,0.085,8804195.0,17499.0,0.001987575241120852,8802143.0,16821.0,0.001911011897898046,,,,,1562.0,LLC-loads/misses <not counted> (real PMU limitation -- see script docstring); L1-dcache-stores/dTLB-load-misses <not counted>
L1_resident,rep1,1000000,5724840.0,5.72484,0.085,8797366.0,15566.0,0.0017693932479335291,8796039.0,16713.0,0.0019000597882751543,,,,,1530.0,LLC-loads/misses <not counted> (real PMU limitation -- see script docstring); L1-dcache-stores/dTLB-load-misses <not counted>
L1_resident,rep2,1000000,5837841.0,5.837841,0.085,8801868.0,17765.0,0.002018321565376804,8799554.0,18004.0,0.002046012786557137,,,,,1624.0,LLC-loads/misses <not counted> (real PMU limitation -- see script docstring); L1-dcache-stores/dTLB-load-misses <not counted>
L1_resident,median,,5837841.0,5.837841,0.085,8801868.0,17499.0,0.001987575241120852,8799554.0,16821.0,0.001911011897898046,,,,,1562.0,
