target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
32768,1655936000,4096,2048,sequential,target,200,625.87,572.5,334.9897817387073,206.0,310.5,832.75,227.0,1250.0,1615.0,0
32768,1655936000,4096,2048,sequential,control,200,365.045,288.0,169.90178355531285,212.0,249.0,454.25,224.95,689.5999999999998,1147.0,8
