benchmark,run_tag,samples_achieved,duration_time_ns,ns_per_access_perf,bench_avg_ticks_per_access_median,cache_references,cache_misses,cache_miss_rate,l1_dcache_loads,l1_dcache_load_misses,l1_miss_rate,l1_dcache_stores,llc_loads,llc_load_misses,llc_miss_rate,dtlb_load_misses,notes
beyond_LLC,base,1000000,19876356713.0,19876.356713,287.462,1825480046.0,1014019969.0,0.5554812670902238,5311034574.0,709521359.0,0.13359381286528224,2475729223.0,557320136.0,267154288.0,0.47935516903699316,252921635.0,
beyond_LLC,rep1,1000000,19789317342.0,19789.317342,287.404,1826038660.0,1011759680.0,0.554073526570352,5310453746.0,707100648.0,0.13315258579035932,2475718940.0,554910564.0,265075655.0,0.47769077072391075,252964812.0,
beyond_LLC,rep2,1000000,19847983465.0,19847.983465,287.44100000000003,1831859027.0,1014447692.0,0.5537804367300804,5310094202.0,709502862.0,0.13361398781452352,2475426657.0,555812896.0,265632243.0,0.47791666028562246,253811668.0,
beyond_LLC,median,,19847983465.0,19847.983465,287.44100000000003,1826038660.0,1014019969.0,0.554073526570352,5310453746.0,709502862.0,0.13359381286528224,2475718940.0,555812896.0,265632243.0,0.47791666028562246,252964812.0,
