target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
1310720,3221225472,4096,2048,sequential,target,200,271.95,225.0,178.0696535278757,132.0,146.0,310.5,136.0,560.0,1378.0,11
1310720,3221225472,4096,2048,sequential,control,200,117.67,82.0,94.57713929053844,76.0,80.0,92.0,76.0,306.0,786.0,32
