footprint_bytes,load_mode,pattern,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
39903168,dependent,random,1000,195.351202,195.90699999999998,9.056231604484841,167.93,189.087,201.459,179.9941,209.6013,219.956,3
