target_bytes,evict_bytes,pattern,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
31457280,47185920,random,200,4.935,4.0,2.2906352940289856,3.0,3.0,6.0,3.0,9.0,17.0,6
