target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
262144,2013265920,4096,2048,random,target,200,213.86,212.0,76.44869136918108,120.0,192.0,232.0,143.00000000000003,244.0,1184.0,12
262144,2013265920,4096,2048,random,control,200,148.1,144.0,34.2534156313215,116.0,140.0,148.0,120.0,168.0,488.0,37
