target_bytes,evict_bytes,pattern,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
65536,131072,sequential,200,1.2,1.0,0.4010037656936684,1.0,1.0,1.0,1.0,2.0,2.0,40
