benchmark,run_tag,samples_achieved,duration_time_ns,ns_per_access_perf,bench_avg_ticks_per_access_median,cache_references,cache_misses,cache_miss_rate,l1_dcache_loads,l1_dcache_load_misses,l1_miss_rate,l1_dcache_stores,llc_loads,llc_load_misses,llc_miss_rate,dtlb_load_misses,notes
LLC_random,base,1000000,278035192.0,278.035192,87.7925,29045149.0,9306803.0,0.3204253832541882,130050887.0,12380924.0,0.09520061174207908,60277654.0,7452682.0,1624604.0,0.21798917490374606,3090408.0,
LLC_random,rep1,1000000,203695710.0,203.69571,78.4295,29302235.0,6343996.0,0.21650212006012512,130087573.0,12386376.0,0.09521567444416847,60305337.0,7453210.0,1397320.0,0.18747895202201467,3092520.0,
LLC_random,rep2,1000000,199164588.0,199.164588,76.56649999999999,29273315.0,5902845.0,0.20164593589759136,130059155.0,12389873.0,0.09526336688870538,60277841.0,7371202.0,1336168.0,0.18126867232779675,3091926.0,
LLC_random,median,,203695710.0,203.69571,78.4295,29273315.0,6343996.0,0.21650212006012512,130059155.0,12386376.0,0.09521567444416847,60277841.0,7452682.0,1397320.0,0.18747895202201467,3091926.0,
