benchmark,run_tag,samples_achieved,duration_time_ns,ns_per_access_perf,bench_avg_ticks_per_access_median,cache_references,cache_misses,cache_miss_rate,l1_dcache_loads,l1_dcache_load_misses,l1_miss_rate,l1_dcache_stores,llc_loads,llc_load_misses,llc_miss_rate,dtlb_load_misses,notes
L1_resident,base,1000000,4363011.0,4.363011,9.764,196620.0,22499.0,0.11442884752314109,6589530.0,65063.0,0.009873693571468679,2918888.0,13740.0,1212.0,0.08820960698689956,1813.0,
L1_resident,rep1,1000000,3945979.0,3.945979,6.92,184750.0,19368.0,0.10483355886332882,6542786.0,61262.0,0.009363289583367086,2921367.0,14058.0,960.0,0.06828851899274435,1843.0,
L1_resident,rep2,1000000,3847524.0,3.847524,8.8995,183800.0,17476.0,0.09508161044613711,6593106.0,62048.0,0.009411042382755563,2927702.0,13559.0,1348.0,0.0994173611623276,1798.0,
L1_resident,median,,3945979.0,3.945979,8.8995,184750.0,19368.0,0.10483355886332882,6589530.0,62048.0,0.009411042382755563,2921367.0,13740.0,1212.0,0.08820960698689956,1813.0,
