footprint_bytes,load_mode,pattern,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
1310720,dependent,sequential,1000,21.61403,22.141,5.006263666148138,12.26,16.735500000000002,26.235,13.281400000000001,26.824,54.38,6
