target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
1048576,2147483648,4096,2048,sequential,target,200,318.0,216.0,187.35718178879398,168.0,192.0,432.0,168.0,696.0,1056.0,2
1048576,2147483648,4096,2048,sequential,control,200,233.64,168.0,126.9385575266029,144.0,168.0,384.0,144.0,432.0,768.0,1
