target_bytes,evict_bytes,pattern,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
33554432,536870912,random,200,438.51,243.0,768.7310302598837,234.0,239.0,531.0,237.0,923.0,10833.0,4
