target_bytes,evict_bytes,pattern,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
31457280,67108864,sequential,200,368.7,308.0,126.34383174138529,280.0,292.0,448.0,284.0,538.999999999999,1120.0,5
