target_bytes,evict_bytes,pattern,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
32768,262144,sequential,200,79.925,79.0,7.926127204525017,69.0,76.0,83.0,71.0,87.0,166.0,3
