footprint_bytes,load_mode,pattern,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
16777216,dependent,sequential,1000,7.135006,6.872,0.7097235429880225,6.806,6.836,7.225,6.822,8.004199999999999,19.63,84
