target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
49152,2147483648,4096,2048,sequential,target,200,430.56,416.0,64.62078325229974,390.0,390.0,442.0,390.0,548.5999999999991,832.0,13
49152,2147483648,4096,2048,sequential,control,200,415.87,390.0,63.8198083646331,364.0,390.0,416.0,364.0,499.1999999999982,780.0,23
