target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
65536,3221225472,4096,2048,random,target,200,68.15,58.0,25.345799410132905,52.0,56.0,88.0,54.0,92.0,346.0,1
65536,3221225472,4096,2048,random,control,200,63.96,58.0,21.94828091618748,52.0,54.0,74.0,54.0,78.0,338.0,3
