target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
65536,3221225472,4096,2048,sequential,target,200,72.2,64.0,50.40299903336893,60.0,62.0,68.0,60.0,96.0,762.0,39
65536,3221225472,4096,2048,sequential,control,200,59.37,56.0,7.673166715065295,52.0,54.0,60.0,54.0,76.0,80.0,34
