footprint_bytes,load_mode,pattern,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
262144,independent,random,1000,9.336288,8.758,4.80635373139007,8.402,8.675,9.197,8.57595,9.55415,120.921,15
