footprint_bytes,load_mode,pattern,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
262144,dependent,sequential,1000,10.345252,10.132,4.223518997378514,10.1,10.128,10.144,10.116,10.172,124.472,64
