target_bytes,evict_bytes,pattern,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
32768,262144,random,200,145.915,150.0,26.226454383841872,104.0,121.75,162.0,104.0,185.0,195.0,0
