target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
32768,83886080,4096,2048,sequential,target,200,85.97,82.0,12.840697706430896,80.0,82.0,84.0,82.0,118.0,178.0,17
32768,83886080,4096,2048,sequential,control,200,83.99,82.0,13.637809547219494,72.0,80.0,82.0,72.0,116.0,176.0,35
