target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
32768,83886080,4096,2048,random,target,200,88.13,84.0,22.71702923107304,82.0,82.0,84.0,82.0,90.0,282.0,44
32768,83886080,4096,2048,random,control,200,82.18,82.0,7.07231846300851,78.0,80.0,82.0,80.0,82.09999999999997,144.0,6
