target_bytes,evict_bytes,pattern,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
32768,524288,sequential,200,95.76,96.0,13.394006009589685,72.0,96.0,96.0,72.0,120.0,144.0,56
