target_bytes,evict_bytes,pattern,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
8388608,16777216,random,200,338.04,360.0,121.4928845859918,96.0,336.0,384.0,120.0,408.0,1032.0,39
