target_bytes,evict_bytes,pattern,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
8388608,16777216,sequential,200,372.12,384.0,137.3962673123138,120.0,360.0,384.0,120.0,408.0,1488.0,24
