target_bytes,evict_bytes,pattern,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
1048576,23726560,random,200,425.68,376.0,165.95845456985938,216.0,372.0,388.0,257.9,838.0999999999999,1152.0,47
