target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
32768,1518499840,4096,2048,random,target,200,57.1,52.0,12.39184364591176,46.0,52.0,54.0,52.0,92.0,106.0,33
32768,1518499840,4096,2048,random,control,200,52.33,48.0,15.67865431103783,46.0,46.0,48.0,46.0,100.0,106.0,23
