target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
32768,1518499840,4096,2048,sequential,target,200,53.64,52.0,4.1468520481864,46.0,52.0,54.0,52.0,66.0,68.0,27
32768,1518499840,4096,2048,sequential,control,200,48.57,48.0,4.993976270966341,46.0,46.0,48.0,46.0,58.0,86.0,22
