target_bytes,evict_bytes,pattern,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
2097152,39903168,random,200,625.45,572.0,123.52168039513626,560.0,568.0,603.5,562.0,956.1999999999999,1088.0,35
