benchmark,run_tag,samples_achieved,duration_time_ns,ns_per_access_perf,bench_avg_ticks_per_access_median,cache_references,cache_misses,cache_miss_rate,l1_dcache_loads,l1_dcache_load_misses,l1_miss_rate,l1_dcache_stores,llc_loads,llc_load_misses,llc_miss_rate,dtlb_load_misses,notes
L1_resident,base,1000000,3260157.0,3.260157,6.939,209501.0,17157.0,0.08189459716182738,6581124.0,69277.0,0.010526621288399976,2953223.0,13770.0,720.0,0.05228758169934641,1349.0,
L1_resident,rep1,1000000,4104165.0,4.104165,7.544499999999999,217351.0,16337.0,0.07516413543070885,6574124.0,70942.0,0.010791095513257735,2945604.0,14066.0,886.0,0.06298876724015356,1376.0,
L1_resident,rep2,1000000,3313396.0,3.313396,6.031,210742.0,19611.0,0.09305691319243435,6581513.0,66792.0,0.010148426357282893,2945935.0,13660.0,787.0,0.05761346998535871,703.0,
L1_resident,median,,3313396.0,3.313396,6.939,210742.0,17157.0,0.08189459716182738,6581124.0,69277.0,0.010526621288399976,2945935.0,13770.0,787.0,0.05761346998535871,1349.0,
