target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
32768,33554432,4096,2048,random,target,200,88.08,96.0,13.419913202094817,72.0,72.0,96.0,72.0,96.0,120.0,0
32768,33554432,4096,2048,random,control,200,80.76,72.0,11.583318450757464,72.0,72.0,96.0,72.0,96.0,96.0,0
