target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
1310720,1655936000,4096,2048,random,target,200,473.46,488.0,162.8294677811404,264.0,325.5,504.0,280.0,740.3999999999999,1186.0,8
1310720,1655936000,4096,2048,random,control,200,90.69,76.0,50.85424931475082,74.0,76.0,84.0,74.0,158.89999999999765,356.0,14
