target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
49152,134217728,4096,2048,random,target,200,143.11,140.0,8.389266892582144,98.0,140.0,146.0,138.0,152.0,220.0,5
49152,134217728,4096,2048,random,control,200,113.59,112.0,5.0337454211376365,108.0,110.0,118.0,109.9,122.0,142.0,1
