target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
65536,67108864,4096,2048,random,target,200,1.08,1.0,0.2719739863410307,1.0,1.0,1.0,1.0,2.0,2.0,16
65536,67108864,4096,2048,random,control,200,0.935,1.0,0.247144496216384,0.0,1.0,1.0,0.0,1.0,1.0,13
