target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
32768,1073741824,4096,2048,random,target,200,127.71,67.0,174.082334531623,58.0,66.0,68.0,60.0,389.99999999999795,1316.0,53
32768,1073741824,4096,2048,random,control,200,100.73,67.0,83.73928852224059,58.0,60.0,68.0,58.0,284.09999999999997,546.0,37
