target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
32768,67108864,4096,2048,random,target,200,162.84,168.0,23.681606627556153,144.0,144.0,168.0,144.0,168.0,456.0,1
32768,67108864,4096,2048,random,control,200,166.2,168.0,11.523190512960808,144.0,168.0,168.0,144.0,168.0,264.0,32
