target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
32768,67108864,4096,2048,sequential,target,200,162.24,168.0,11.346635212840251,144.0,144.0,168.0,144.0,168.0,192.0,0
32768,67108864,4096,2048,sequential,control,200,163.8,168.0,24.35169450214149,144.0,144.0,168.0,144.0,168.0,456.0,2
