footprint_bytes,load_mode,pattern,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
1048576,dependent,sequential,1000,6.100498,5.148,1.512076467391527,5.068,5.096,7.13,5.084,7.1741,29.328,5
