target_bytes,evict_bytes,pattern,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
32768,1048576,random,200,226.19,112.0,216.75511017954045,104.0,110.0,296.0,106.0,622.0999999999999,1332.0,13
