target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
2097152,2553802752,4096,2048,random,target,200,445.89,276.0,288.9808950232562,118.0,250.0,617.0,183.9,989.1999999999996,1518.0,2
2097152,2553802752,4096,2048,random,control,200,84.07,76.0,50.66448013883784,60.0,74.0,76.0,68.0,81.59999999999945,370.0,56
