target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
32768,2013265920,4096,2048,sequential,target,200,200.8,208.0,78.51895395796652,80.0,168.0,212.0,127.80000000000001,228.99999999999966,932.0,10
32768,2013265920,4096,2048,sequential,control,200,368.78,300.0,168.9562150767628,96.0,292.0,348.0,275.8,756.1999999999999,1004.0,44
