target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
262144,2147483648,4096,2048,sequential,target,200,263.595,261.0,6.094809967727753,255.0,258.0,270.0,257.0,273.0,294.0,1
262144,2147483648,4096,2048,sequential,control,200,87.115,85.0,12.90443322989912,75.0,79.0,88.0,76.0,116.0,119.0,31
