target_bytes,evict_bytes,pattern,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
262144,8388608,sequential,200,128.995,121.0,68.98754512163444,103.0,111.0,123.0,107.0,135.19999999999993,930.0,9
