level,run_tag,samples_achieved,duration_time_ns,ns_per_access_perf,bench_avg_ticks_per_access_median,cache_references,cache_misses,cache_miss_rate,l1_dcache_loads,l1_dcache_load_misses,l1_miss_rate,llc_loads,llc_load_misses,llc_miss_rate,cycles,instructions,cycles_per_access,ipc,notes
L1,base,1000000,6471729.0,6.471729,5.752,40430.0,8573.0,0.2120455107593371,6791771.0,42026.0,0.006187782244130434,7586.0,586.0,0.07724756129712629,9801122.0,13606713.0,9.801122,1.388281158014358,
L1,rep1,1000000,6024825.0,6.024825,5.726,21110.0,3165.0,0.14992894362861203,6777864.0,40393.0,0.005959547137564283,6768.0,593.0,0.08761820330969267,10988455.0,13727176.0,10.988455,1.2492362211066068,
L1,rep2,1000000,6079231.0,6.079231,5.742,23666.0,3864.0,0.16327220485084087,6787044.0,38282.0,0.005640452603519293,9925.0,1105.0,0.11133501259445844,10422834.0,13638456.0,10.422834,1.3085170501612133,
L1,median,,6079231.0,6.079231,5.742,23666.0,3864.0,0.16327220485084087,6787044.0,40393.0,0.005959547137564283,7586.0,593.0,0.08761820330969267,10422834.0,13638456.0,10.422834,1.3085170501612133,
