target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
1048576,1518499840,4096,2048,sequential,target,200,112.58,96.0,24.84006327927916,88.0,94.0,118.0,92.0,158.0,160.0,20
1048576,1518499840,4096,2048,sequential,control,200,69.78,86.0,21.48814327734106,46.0,48.0,90.0,46.0,94.0,100.0,0
