level,run_tag,samples_achieved,duration_time_ns,ns_per_access_perf,bench_avg_ticks_per_access_median,cache_references,cache_misses,cache_miss_rate,l1_dcache_loads,l1_dcache_load_misses,l1_miss_rate,llc_loads,llc_load_misses,llc_miss_rate,cycles,instructions,cycles_per_access,ipc,notes
L2,base,1000000,11815087.0,11.815087,23.566,1367073.0,55287.0,0.04044187837811148,9019775.0,1104503.0,0.12245349800854234,231140.0,4028.0,0.017426667820368606,32512201.0,18812065.0,32.512201,0.5786155480522528,
L2,rep1,1000000,12034164.0,12.034164,23.568,1152772.0,50687.0,0.04396966616121835,9017912.0,1100530.0,0.12203822791794819,209944.0,3176.0,0.015127843615440308,31429235.0,18832026.0,31.429235,0.5991881762314609,
L2,rep2,1000000,12412884.0,12.412884,24.115000000000002,1334971.0,51666.0,0.03870196431233338,9034947.0,1104077.0,0.1222007168387374,267080.0,4022.0,0.015059158304627826,32813677.0,18821153.0,32.813677,0.5735764693484366,
L2,median,,12034164.0,12.034164,23.568,1334971.0,51666.0,0.04044187837811148,9019775.0,1104077.0,0.1222007168387374,231140.0,4022.0,0.015127843615440308,32512201.0,18821153.0,32.512201,0.5786155480522528,
