target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
32768,16777216,4096,2048,sequential,target,200,62.55,63.0,3.853797970051083,54.0,61.0,63.0,58.0,69.0,86.0,20
32768,16777216,4096,2048,sequential,control,200,56.535,57.0,5.199417729286433,52.0,55.0,57.0,52.0,61.0,103.0,18
