target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
32768,1073741824,4096,2048,sequential,target,200,79.02,68.0,42.277375538366385,58.0,68.0,70.0,66.0,104.99999999999966,324.0,48
32768,1073741824,4096,2048,sequential,control,200,62.98,60.0,17.049723321116772,56.0,60.0,60.5,58.0,74.39999999999986,256.0,92
