footprint_bytes,load_mode,pattern,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
1310720,dependent,random,1000,36.700568,33.052,7.664719193139804,30.836,32.436,34.764,31.8613,51.78039999999999,95.0,210
