target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
49152,134217728,4096,2048,sequential,target,200,93.64,92.0,9.386743566001435,88.0,90.0,92.0,88.0,98.09999999999997,146.0,25
49152,134217728,4096,2048,sequential,control,200,83.03,80.0,8.22052218077557,78.0,80.0,82.0,80.0,86.09999999999997,124.0,21
