target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
32768,16777216,4096,2048,random,target,200,181.14,174.0,30.403325657817046,128.0,166.0,193.0,137.8,238.09999999999997,318.0,11
32768,16777216,4096,2048,random,control,200,128.73,130.0,12.148457726214803,96.0,126.0,134.0,103.9,142.09999999999997,170.0,28
