target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
32768,67108864,4096,2048,sequential,target,200,59.4,60.0,1.3745716555279701,58.0,58.0,60.0,58.0,62.0,66.0,3
32768,67108864,4096,2048,sequential,control,200,59.69,60.0,1.419144055142476,58.0,58.0,60.0,58.0,62.0,70.0,2
