target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
32768,805306368,4096,2048,sequential,target,200,190.615,176.0,95.72272969310632,148.0,170.0,183.25,158.8,313.5999999999998,1415.0,14
32768,805306368,4096,2048,sequential,control,200,111.265,95.0,100.25898511094847,89.0,93.0,98.0,91.0,248.0,1402.0,14
