target_bytes,evict_bytes,pattern,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
32768,262144,sequential,200,86.39,83.0,7.530700982407425,76.0,80.0,94.0,78.0,98.0,110.0,0
