target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
32768,16777216,4096,2048,sequential,target,200,70.04,68.0,7.3065263041452075,68.0,68.0,68.0,68.0,84.0,124.0,25
32768,16777216,4096,2048,sequential,control,200,69.76,68.0,6.398994895949829,68.0,68.0,68.0,68.0,80.0,112.0,23
