target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
32768,16777216,4096,2048,sequential,target,200,79.12,76.0,9.448383978172933,76.0,76.0,80.0,76.0,84.19999999999993,152.0,10
32768,16777216,4096,2048,sequential,control,200,67.56,64.0,5.945007617984139,64.0,64.0,72.0,64.0,76.0,96.0,2
