target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
32768,16777216,4096,2048,random,target,200,77.98,76.0,8.139462775352976,72.0,76.0,76.0,76.0,84.0,144.0,27
32768,16777216,4096,2048,random,control,200,62.5,60.0,7.431428574188568,60.0,60.0,60.0,60.0,76.0,104.0,26
