footprint_bytes,load_mode,pattern,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
16777216,independent,sequential,1000,6.315678,6.09,0.696221798789085,5.906,6.028,6.5024999999999995,5.97,7.004,18.982,35
