target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
65536,1006632960,4096,2048,sequential,target,200,1.18,1.0,0.3851515397122457,1.0,1.0,1.0,1.0,2.0,2.0,36
65536,1006632960,4096,2048,sequential,control,200,0.975,1.0,0.2111823618339106,0.0,1.0,1.0,1.0,1.0,2.0,9
