target_bytes,evict_bytes,pattern,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
1048576,33554432,sequential,200,459.72,480.0,123.9299591457584,192.0,456.0,486.0,192.0,554.3999999999992,888.0,58
