target_bytes,evict_bytes,pattern,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
1048576,33554432,random,200,517.08,456.0,167.6947262320141,408.0,432.0,480.0,408.0,792.0,2088.0,39
