target_bytes,evict_bytes,pattern,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
262144,25165824,random,200,338.12,276.0,112.66852525401481,257.0,266.75,429.25,260.0,482.2499999999999,853.0,5
